taxonomy_id	name	rank	AUS.18a_ERR1713333_db2.bracken.kraken2.report	AUS.18_ERR1713332_db2.bracken.kraken2.report	BRA.53_ERR1713336_db2.bracken.kraken2.report	AUT.70_ERR1713334_db2.bracken.kraken2.report	BWA.19_ERR1713338_db2.bracken.kraken2.report	CAN.22_ERR1713339_db2.bracken.kraken2.report	CAN.22a_ERR1713340_db2.bracken.kraken2.report	ALB.17_ERR1713331_db2.bracken.kraken2.report	CAN.22b_ERR1713341_db2.bracken.kraken2.report	CHE.67_ERR1713343_db2.bracken.kraken2.report	BRA.53a_ERR1713337_db2.bracken.kraken2.report	BGR.66_ERR1713335_db2.bracken.kraken2.report	COL.2_ERR1713346_db2.bracken.kraken2.report	CIV.13_ERR1713345_db2.bracken.kraken2.report	CZE.23_ERR1713347_db2.bracken.kraken2.report	CAN.22c_ERR1713342_db2.bracken.kraken2.report	DEU.27_ERR1713348_db2.bracken.kraken2.report	CHN.64_ERR1713344_db2.bracken.kraken2.report	DNK.71_RL_ERR1713351_db2.bracken.kraken2.report	DNK.71_RA_ERR1713349_db2.bracken.kraken2.report	DNK.71_RD_ERR1713350_db2.bracken.kraken2.report	ESP.75_ERR1713354_db2.bracken.kraken2.report	FIN.25_ERR1713356_db2.bracken.kraken2.report	ECU.14a_ERR1713353_db2.bracken.kraken2.report	ETH.24_ERR1713355_db2.bracken.kraken2.report	GEO.59_ERR1713357_db2.bracken.kraken2.report	IND.11_ERR1713362_db2.bracken.kraken2.report	GHA.4_ERR1713358_db2.bracken.kraken2.report	IRN.12_ERR1713364_db2.bracken.kraken2.report	ISR.29_ERR1713366_db2.bracken.kraken2.report	HRV.68_ERR1713360_db2.bracken.kraken2.report	ISL.28_ERR1713365_db2.bracken.kraken2.report	HUN.61_ERR1713361_db2.bracken.kraken2.report	KAZ.6_ERR1713368_db2.bracken.kraken2.report	KEN.72_ERR1713369_db2.bracken.kraken2.report	IRL.69_ERR1713363_db2.bracken.kraken2.report	KHM.21_ERR1713370_db2.bracken.kraken2.report	LKA.40_ERR1713371_db2.bracken.kraken2.report	LVA.31_ERR1713373_db2.bracken.kraken2.report	NLD.43_ERR1713379_db2.bracken.kraken2.report	MKD.62_ERR1713375_db2.bracken.kraken2.report	LUX.32_ERR1713372_db2.bracken.kraken2.report	ITA.30_ERR1713367_db2.bracken.kraken2.report	MLT.63_ERR1713376_db2.bracken.kraken2.report	MDA.65_ERR1713374_db2.bracken.kraken2.report	NGA.50_ERR1713378_db2.bracken.kraken2.report	NOR.34_ERR1713380_db2.bracken.kraken2.report	MYS.54_ERR1713377_db2.bracken.kraken2.report	PAK.7_ERR1713384_db2.bracken.kraken2.report	NPL.33_ERR1713381_db2.bracken.kraken2.report	SEN.8_ERR1713386_db2.bracken.kraken2.report	SGP.52_ERR1713387_db2.bracken.kraken2.report	POL.36_ERR1713383_db2.bracken.kraken2.report	PER.35_ERR1713385_db2.bracken.kraken2.report	SVN.38_ERR1713390_db2.bracken.kraken2.report	SRB.37_ERR1713388_db2.bracken.kraken2.report	TCD.1_ERR1713393_db2.bracken.kraken2.report	SWE.41_ERR1713391_db2.bracken.kraken2.report	SVK.9_ERR1713389_db2.bracken.kraken2.report	SWE.41a_ERR1713392_db2.bracken.kraken2.report	TUR.46_ERR1713395_db2.bracken.kraken2.report	USA.74b_ERR1713399_db2.bracken.kraken2.report	USA.74c_ERR1713400_db2.bracken.kraken2.report	USA.74_ERR1713397_db2.bracken.kraken2.report	USA.74a_ERR1713398_db2.bracken.kraken2.report	USA.74i_ERR1713406_db2.bracken.kraken2.report	USA.74g_ERR1713404_db2.bracken.kraken2.report	USA.74e_ERR1713402_db2.bracken.kraken2.report	USA.74f_ERR1713403_db2.bracken.kraken2.report	XK.60_ERR1713408_db2.bracken.kraken2.report	USA.74d_ERR1713401_db2.bracken.kraken2.report	ZAF.39_ERR1713409_db2.bracken.kraken2.report	ZMB.49b_ERR1713411_db2.bracken.kraken2.report	ZMB.49_ERR1713410_db2.bracken.kraken2.report	ECU.14_ERR1713352_db2.bracken.kraken2.report	NZL.56_ERR1713382_db2.bracken.kraken2.report	TZA.15_ERR1713396_db2.bracken.kraken2.report	TGO.44_ERR1713394_db2.bracken.kraken2.report	USA.74h_ERR1713405_db2.bracken.kraken2.report	VNM.48_ERR1713407_db2.bracken.kraken2.report
196816	unclassified Acinetobacter	no rank	202	1090	5690	759	228	85	37	2467	334	171	531	1539	56	1637	634	411	337	1951	664	832	1299	350	359	413	948	1630	532	238	1244	54	728	3290	55	1694	5094	2557	339	1230	446	114	694	1390	1409	697	1576	570	877	1345	1908	250	10543	1576	339	777	1763	1197	1600	1706	414	1958	1060	184	627	1411	787	539	257	7998	142	3576	488	1030	1118	1123	5904	1968	25675	93977	994	40530
2798861	Acinetobacter sp. CS-2	species	61	127	431	42	9	3	4	231	30	11	6	145	0	109	91	28	7	43	28	70	116	19	23	3	122	119	8	8	87	3	38	60	4	187	309	303	12	33	21	8	49	121	181	54	262	10	84	40	30	10	218	41	19	30	54	152	27	58	35	258	95	8	40	74	45	26	12	209	3	607	27	61	25	14	149	98	383	51	36	414
1646498	Acinetobacter sp. TTH0-4	species	36	489	53	1208	55	49	62	6964	50	102	44	857	46	111	1264	287	98	81	613	1451	1726	60	271	58	94	3862	25	42	57	65	4035	124	21	673	66	11366	1064	282	96	26	227	2392	312	83	673	35	1768	27	52	993	237	66	226	784	13489	249	15	8152	325	1152	6231	49	59	83	264	112	28	61	28	1474	73	101	24	32	51406	12886	67	77	112	354
2743575	Acinetobacter sp. NEB 394	species	35	681	82	403	15	19	16	2972	186	77	13	1049	10	24	469	184	43	62	271	254	605	193	73	26	325	913	13	15	469	33	275	472	10	733	173	2479	59	10	69	10	596	812	1352	533	2281	13	417	23	50	23	1877	22	72	94	229	939	16	265	159	866	518	31	41	199	211	186	36	203	11	4214	161	92	20	35	1584	530	249	17	382	175
1879049	Acinetobacter sp. WCHAc010034	species	14	131	61	100	0	6	3	716	25	29	7	246	8	13	180	75	14	70	97	237	279	42	36	16	122	162	3	2	69	9	96	40	3	257	224	471	27	6	9	11	141	327	581	112	288	8	264	3	32	9	65	13	27	29	95	201	2	150	47	441	225	13	17	75	75	58	11	85	3	1523	47	12	7	10	318	119	2034	37	132	139
362457	Acinetobacter sp. A2	species	11	6	90	4	30	3	1	12	4	0	4	16	1	185	28	2	6	6	5	13	30	0	4	28	16	66	2	48	37	2	5	11	2	27	47	20	23	1	6	0	6	12	15	138	53	16	10	4	118	3	554	33	5	76	20	6	13	28	3	59	26	2	41	1	2	7	14	102	6	20	4	26	27	50	48	24	549	92	7	140
2004646	Acinetobacter sp. WCHA55	species	8	43	78	24	9	4	1	85	17	3	7	34	0	15	15	32	9	21	17	15	26	7	16	8	88	58	11	4	30	4	7	22	0	33	160	66	11	164	5	3	17	24	41	53	77	5	16	4	18	3	6687	8	16	20	25	28	31	16	10	21	54	4	32	11	31	8	15	29	16	84	20	26	16	16	48	24	419	112	74	3906
1758189	Acinetobacter sp. ACNIH2	species	8	41	84	28	13	7	4	220	11	12	6	93	2	11	63	28	9	27	45	57	117	18	24	4	33	218	3	2	40	2	30	75	3	106	96	321	4	11	15	2	42	69	75	39	155	4	108	11	14	15	214	17	11	11	21	88	2	97	17	199	175	9	17	32	32	25	10	492	2	261	9	16	34	9	324	193	268	502	52	425
2004644	Acinetobacter sp. WCHA45	species	7	39	90	35	4	5	1	31	10	7	6	67	1	21	25	20	21	29	32	30	68	7	7	10	15	22	7	1	45	0	19	212	2	47	92	21	1	12	41	1	25	52	39	8	42	26	17	52	27	8	144	53	16	19	72	60	1	49	38	58	0	3	40	30	8	16	7	35	5	63	12	45	12	22	54	21	330	4	43	113
2925837	Acinetobacter sp. LUNF3	species	7	27	9	17	2	0	0	136	4	3	3	24	1	1	21	6	4	2	14	10	29	7	4	1	37	104	0	1	22	3	2	14	0	32	23	73	1	7	2	1	13	15	47	47	107	1	18	1	5	10	795	3	7	9	8	22	6	27	5	32	15	2	1	5	19	11	1	5	2	91	3	4	5	6	48	26	51	2	9	248
2908637	Acinetobacter sp. SCLZS86	species	7	22	79	26	31	3	1	81	5	4	5	22	3	101	11	6	14	8	21	20	45	10	13	25	42	17	2	9	56	5	11	15	5	82	68	65	5	7	23	1	23	31	45	76	46	11	19	20	67	11	335	21	13	45	42	34	82	61	24	53	15	2	53	10	7	22	11	73	8	74	9	65	22	39	72	16	241	37	28	106
3366266	Acinetobacter sp. P1332	species	6	18	0	38	0	0	1	161	9	2	0	12	0	2	18	9	3	1	17	20	29	4	1	2	15	70	0	2	9	5	13	7	1	18	3	52	12	5	2	4	21	32	63	48	174	1	7	0	4	1	755	0	10	16	14	45	8	9	2	9	16	0	4	3	14	4	1	6	0	305	3	1	1	3	40	10	9	2	32	83
2996862	Acinetobacter sp. YWS30-1	species	4	6	14	7	2	0	1	275	3	2	0	10	3	4	4	6	2	2	4	22	48	1	5	1	33	0	0	0	8	1	5	0	0	20	27	34	6	0	3	0	25	24	20	9	37	0	22	2	5	0	117	1	1	14	4	37	0	12	2	27	6	0	9	9	3	4	4	11	1	98	3	6	4	4	4	2	35	40	6	10
2953738	Acinetobacter sp. Z1	species	3	10	1	10	0	3	2	36	2	0	1	7	0	2	0	1	1	5	14	9	20	1	2	0	7	153	0	1	1	0	2	13	0	5	7	64	0	3	5	0	12	15	9	6	20	5	4	3	7	3	5	2	3	3	2	5	0	9	0	6	2	3	4	5	32	6	0	9	3	14	1	4	1	1	221	45	13	128	29	337
3003392	Acinetobacter sp. TR3	species	3	19	11	41	2	2	0	121	18	11	0	9	1	5	17	18	5	6	28	35	57	7	14	6	13	8	2	0	19	1	11	58	2	40	19	61	0	3	6	3	21	59	24	5	50	2	18	8	7	3	59	10	9	4	24	65	1	52	7	108	5	2	7	20	14	13	2	31	0	247	32	10	5	11	17	6	325	7	25	23
3157368	Acinetobacter sp. XH1639	species	3	33	80	17	10	4	3	63	7	6	7	37	1	31	22	10	12	25	30	27	37	5	19	6	18	55	8	2	41	0	7	102	5	61	82	59	2	21	15	1	18	35	40	19	49	22	26	61	21	5	260	47	9	21	24	26	5	30	17	42	19	5	20	30	11	13	3	25	0	71	15	40	14	18	137	70	317	6	29	111
2929509	Acinetobacter sp. NyZ410	species	3	25	3	4	0	0	0	48	1	12	1	13	0	1	9	0	4	0	4	6	8	6	8	0	3	5	0	0	4	0	4	2	0	3	7	33	2	13	3	0	2	24	15	1	8	0	4	4	5	0	18	2	2	1	7	73	0	8	8	35	12	0	0	3	60	5	0	4	0	12	4	1	0	1	8	20	11	2	2	48
3081771	Acinetobacter sp. 16	species	2	10	3	2	3	1	0	18	3	2	0	2	0	4	2	2	2	4	4	2	3	1	2	2	6	12	2	0	3	0	1	5	1	2	8	15	0	12	1	0	5	4	2	19	22	3	2	2	5	0	130	2	1	5	5	14	1	4	0	8	4	0	4	0	3	3	2	6	2	10	3	4	4	4	5	5	23	16	4	79
3027470	Acinetobacter sp. TAC-1	species	2	29	0	2	0	0	0	41	4	1	2	8	1	0	0	9	0	4	3	0	3	9	4	0	4	0	0	0	0	0	1	1	0	7	8	24	0	33	0	0	3	1	0	0	5	0	5	0	1	0	1	1	0	0	0	0	0	3	0	59	4	0	0	6	54	0	0	0	2	0	3	0	0	0	4	15	0	1	1	9
3403576	Acinetobacter sp. LF10	species	2	5	13	7	7	0	0	22	5	1	2	4	0	0	5	4	1	2	3	4	5	4	2	0	2	8	2	0	9	0	2	17	0	12	21	12	3	0	2	0	4	24	14	1	16	3	2	4	4	4	67	1	4	5	11	8	0	5	1	8	0	0	2	6	11	5	4	4	1	101	8	3	7	4	11	3	45	35	14	17
3120518	Acinetobacter sp. KS-LM10	species	1	1	0	3	0	0	0	45	0	1	0	7	0	0	31	3	3	1	9	14	17	0	1	1	6	9	0	0	0	0	0	2	0	12	0	21	76	24	0	1	3	11	5	21	10	1	26	0	1	0	9	11	3	17	3	1	1	18	4	18	30	0	8	0	3	0	1	1	0	11	0	0	0	0	732	180	1	1	3	43
3425693	Acinetobacter sp. CE-15	species	1	6	0	0	0	0	0	17	1	0	0	2	0	0	0	3	0	1	0	0	1	3	4	0	1	0	0	0	0	0	0	0	0	1	0	12	0	7	0	0	0	3	0	0	4	0	7	0	0	0	8	0	0	0	0	0	1	4	2	16	9	2	0	5	26	0	1	1	0	0	5	0	0	1	7	10	0	2	1	4
710648	Acinetobacter sp. Tol 5	species	1	5	7	8	1	0	0	59	4	0	1	27	1	2	13	5	3	2	7	7	20	1	2	0	8	25	1	0	7	0	0	3	1	10	1	77	6	1	1	0	14	17	39	28	69	0	9	2	4	0	201	2	4	4	9	14	1	10	3	20	13	2	2	3	10	7	3	1	1	53	2	1	3	3	26	6	4	2	9	40
1407071	Acinetobacter sp. TGL-Y2	species	1	15	1	31	0	2	2	102	3	4	0	10	2	0	11	4	0	1	15	22	23	0	8	0	2	66	0	1	3	1	8	6	0	19	4	208	75	2	2	0	4	18	15	2	60	0	16	0	1	7	3	1	6	49	14	20	2	19	5	64	74	1	3	6	8	2	0	4	0	47	9	0	0	0	30	48	2	0	3	13
3003393	Acinetobacter sp. TR11	species	1	6	15	13	5	0	0	25	4	5	1	14	0	3	8	2	6	4	5	17	18	2	1	2	9	18	0	0	7	0	9	27	1	21	13	24	15	1	6	1	6	29	18	3	17	4	13	6	2	5	60	4	2	11	17	18	1	20	9	10	11	0	2	12	11	5	1	12	0	21	6	4	3	7	33	8	48	1	22	11
2079596	Acinetobacter sp. SWBY1	species	1	7	21	0	12	0	0	7	1	0	2	5	0	31	1	3	0	1	1	3	3	2	0	4	7	8	1	10	4	3	0	0	0	8	6	6	1	0	2	0	1	10	8	11	2	8	2	1	20	0	113	1	3	13	7	1	6	4	1	4	7	0	2	1	0	0	1	19	1	14	0	12	3	10	16	10	86	35	0	76
40214	Acinetobacter johnsonii	species	369	5084	846	4179	152	190	195	26985	1185	508	233	5649	216	195	4440	1746	477	665	1934	2015	3899	1554	608	173	3978	13498	130	153	2814	337	1475	2022	106	4847	2334	14930	816	1514	565	116	3813	5599	8240	9674	34748	134	2616	137	578	517	97079	272	760	1672	1754	5864	3115	3836	990	5836	6182	271	407	1055	2821	1878	340	1319	274	21960	1310	781	394	509	13939	4595	2371	458	3317	29368
1879050	Acinetobacter wuhouensis	species	86	211	556	179	8	6	8	868	104	81	13	140	7	88	166	108	45	138	111	202	329	126	36	31	486	33	18	11	436	16	117	65	15	285	1016	398	61	78	34	14	141	437	511	276	546	26	140	28	171	25	305	75	40	155	148	655	31	137	46	267	66	19	80	145	139	210	40	3261	13	1236	89	85	56	82	494	92	6400	503	209	534
909768	Acinetobacter calcoaceticus/baumannii complex	species group	36	129	118	112	44	14	6	572	64	14	19	152	1	121	100	58	25	29	49	90	144	37	39	27	107	201	73	18	114	5	44	88	8	168	135	290	22	53	23	3	112	148	210	127	372	125	77	41	63	18	1587	55	29	88	80	161	19	120	45	216	102	11	57	90	219	55	20	179	12	770	256	62	36	91	214	118	317	299	114	288
470	Acinetobacter baumannii	species	18	165	174	132	28	9	13	839	86	36	15	242	8	117	159	71	21	59	99	122	221	59	39	31	126	242	45	22	171	16	101	79	5	338	215	555	114	35	31	13	176	313	364	190	587	42	193	50	81	24	1634	60	36	127	162	329	25	192	70	360	283	15	57	90	104	95	41	300	23	952	252	92	40	83	552	461	498	195	166	387
1401639	Acinetobacter baumannii NCGM 237	strain	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0
106654	Acinetobacter nosocomialis	species	14	23	8	14	1	2	1	38	7	2	1	9	0	14	5	10	8	4	11	5	25	6	6	3	9	24	10	6	11	1	12	83	0	14	28	159	2	13	7	1	5	77	16	25	29	54	12	11	2	1	126	22	4	13	27	13	0	16	6	59	155	2	8	22	40	10	1	13	3	15	21	6	1	9	24	133	51	29	15	45
48296	Acinetobacter pittii	species	11	38	51	66	12	3	5	409	21	18	1	102	5	43	85	19	18	23	70	57	109	21	24	13	84	81	8	4	84	6	40	64	1	126	73	137	8	20	27	2	80	101	202	66	267	11	46	25	27	4	1430	32	19	31	40	171	6	81	22	154	35	7	41	36	39	40	17	93	6	558	22	31	15	28	188	26	201	59	70	252
1530123	Acinetobacter seifertii	species	2	20	29	15	4	1	0	107	8	3	2	30	1	8	14	6	10	3	9	11	41	14	10	2	13	36	4	3	14	0	7	10	0	42	19	52	59	16	6	1	25	101	27	32	46	24	22	6	8	5	178	8	5	15	16	35	21	30	10	64	22	1	22	32	81	14	5	149	5	130	25	15	5	13	48	28	102	9	32	53
3045147	Acinetobacter corruptisaponis	species	77	466	185	410	52	54	7	334	83	76	12	639	14	165	230	122	290	130	406	376	668	85	172	47	183	49	15	6	368	9	188	1846	39	616	544	226	13	48	337	9	316	516	324	60	312	246	185	449	130	57	212	410	161	119	783	529	2	643	442	410	8	26	250	261	47	159	47	261	33	761	82	352	45	162	251	156	610	44	458	206
28090	Acinetobacter lwoffii	species	75	289	144	335	31	19	10	1526	76	35	11	378	23	95	564	99	44	49	186	269	452	69	59	26	411	1144	11	25	198	17	157	364	5	376	399	671	374	131	46	16	315	393	463	768	2682	17	203	30	160	47	4449	39	68	261	226	337	4996	1634	81	594	418	19	67	92	214	124	30	163	18	2077	77	59	28	74	651	631	646	107	238	342
202956	Acinetobacter towneri	species	57	239	1415	149	530	13	15	619	80	42	48	223	8	2392	147	53	104	120	139	140	285	72	84	295	395	205	48	581	493	11	87	297	23	417	1015	604	136	66	123	10	129	281	362	660	605	275	205	98	1253	48	7032	354	108	830	509	359	160	272	116	394	273	20	508	80	74	145	142	1426	58	828	49	425	284	570	597	178	7278	1661	158	1471
108980	Acinetobacter ursingii	species	36	260	143	161	44	17	13	375	61	20	23	205	56	73	135	65	82	56	111	134	182	35	65	39	131	89	25	8	115	8	76	605	7	245	196	273	37	43	127	4	117	204	133	124	333	82	67	160	60	39	734	154	60	84	260	240	3	311	185	266	80	7	123	79	111	92	26	140	26	473	69	170	31	79	310	161	361	31	157	755
