taxonomy_id	name	rank	CHE.67_ERR1713343_db11.ganon_report	CAN.22b_ERR1713341_db11.ganon_report	BWA.19_ERR1713338_db11.ganon_report	BRA.53_ERR1713336_db11.ganon_report	AUS.18_ERR1713332_db11.ganon_report	CAN.22a_ERR1713340_db11.ganon_report	AUS.18a_ERR1713333_db11.ganon_report	CAN.22_ERR1713339_db11.ganon_report	DEU.27_ERR1713348_db11.ganon_report	ECU.14a_ERR1713353_db11.ganon_report	ESP.75_ERR1713354_db11.ganon_report	FIN.25_ERR1713356_db11.ganon_report	ISR.29_ERR1713366_db11.ganon_report	IRN.12_ERR1713364_db11.ganon_report	HRV.68_ERR1713360_db11.ganon_report	HUN.61_ERR1713361_db11.ganon_report	ISL.28_ERR1713365_db11.ganon_report	LVA.31_ERR1713373_db11.ganon_report	NLD.43_ERR1713379_db11.ganon_report	MKD.62_ERR1713375_db11.ganon_report	MLT.63_ERR1713376_db11.ganon_report	MYS.54_ERR1713377_db11.ganon_report	SGP.52_ERR1713387_db11.ganon_report	POL.36_ERR1713383_db11.ganon_report	TCD.1_ERR1713393_db11.ganon_report	USA.74f_ERR1713403_db11.ganon_report	USA.74g_ERR1713404_db11.ganon_report	BGR.66_ERR1713335_db11.ganon_report	CAN.22c_ERR1713342_db11.ganon_report	DNK.71_RL_ERR1713351_db11.ganon_report	CZE.23_ERR1713347_db11.ganon_report	ALB.17_ERR1713331_db11.ganon_report	AUT.70_ERR1713334_db11.ganon_report	BRA.53a_ERR1713337_db11.ganon_report	CIV.13_ERR1713345_db11.ganon_report	GEO.59_ERR1713357_db11.ganon_report	IRL.69_ERR1713363_db11.ganon_report	KAZ.6_ERR1713368_db11.ganon_report	KHM.21_ERR1713370_db11.ganon_report	ITA.30_ERR1713367_db11.ganon_report	COL.2_ERR1713346_db11.ganon_report	KEN.72_ERR1713369_db11.ganon_report	DNK.71_RA_ERR1713349_db11.ganon_report	CHN.64_ERR1713344_db11.ganon_report	IND.11_ERR1713362_db11.ganon_report	DNK.71_RD_ERR1713350_db11.ganon_report	ETH.24_ERR1713355_db11.ganon_report	LUX.32_ERR1713372_db11.ganon_report	LKA.40_ERR1713371_db11.ganon_report	NOR.34_ERR1713380_db11.ganon_report	MDA.65_ERR1713374_db11.ganon_report	NPL.33_ERR1713381_db11.ganon_report	PER.35_ERR1713385_db11.ganon_report	PAK.7_ERR1713384_db11.ganon_report	SEN.8_ERR1713386_db11.ganon_report	GHA.4_ERR1713358_db11.ganon_report	SWE.41_ERR1713391_db11.ganon_report	SRB.37_ERR1713388_db11.ganon_report	NGA.50_ERR1713378_db11.ganon_report	SVK.9_ERR1713389_db11.ganon_report	SVN.38_ERR1713390_db11.ganon_report	TUR.46_ERR1713395_db11.ganon_report	USA.74b_ERR1713399_db11.ganon_report	USA.74a_ERR1713398_db11.ganon_report	USA.74c_ERR1713400_db11.ganon_report	USA.74i_ERR1713406_db11.ganon_report	USA.74e_ERR1713402_db11.ganon_report	USA.74d_ERR1713401_db11.ganon_report	SWE.41a_ERR1713392_db11.ganon_report	ZAF.39_ERR1713409_db11.ganon_report	USA.74_ERR1713397_db11.ganon_report	XK.60_ERR1713408_db11.ganon_report	ZMB.49_ERR1713410_db11.ganon_report	ECU.14_ERR1713352_db11.ganon_report	ZMB.49b_ERR1713411_db11.ganon_report	NZL.56_ERR1713382_db11.ganon_report	TZA.15_ERR1713396_db11.ganon_report	TGO.44_ERR1713394_db11.ganon_report	USA.74h_ERR1713405_db11.ganon_report	VNM.48_ERR1713407_db11.ganon_report
33042	Coprococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72763	Tessaracoccus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33024	Phascolarctobacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219181	Ottowia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33057	Thauera	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2172	Methanobrevibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165697	Sphingopyxis	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2948652	Carjivirus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39948	Dialister	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2901164	Stutzerimonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2782229	Epilithonimonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28050	Lachnospira	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47420	Hydrogenophaga	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2892396	Vescimonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165695	Sphingobium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	Comamonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207244	Anaerostipes	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2678885	Faecalibacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3236654	Ectopseudomonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375288	Parabacteroides	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1350	Enterococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
544	Citrobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
547	Enterobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141948	Thermomonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
